X,Y,OBJECTID,COUNTY,DESCRIPTION_BSL,DIRECTION_OP,DLAT_GIS,DLONG_GIS,LINE,MUNICIPALITY,STOP_NUM,STOP_TYPE,STREET_DIR,HEADING
-8327153.0118,4900924.0746,17372,Mercer,SULLIVAN WAY 310'N OF HILVISTA BLVD,In,40.24028,-74.80412,608,TRENTON,22797,MB,N,
-8240613.4753,4979303.7374,17373,Hudson,BERGENLINE AVE AT 39TH ST,In,40.7756,-74.02662,22,UNION CITY,21704,FS,S,
-8327207.6088,4900945.2291,17374,Mercer,SULLIVAN WAY AT DIX HAVEN RD,Ou,40.24048,-74.80454,608,TRENTON,22798,NS,S,
-8240613.4753,4979303.7374,17375,Hudson,BERGENLINE AVE AT 39TH ST,In,40.7756,-74.02662,84,UNION CITY,21704,FS,S,
-8322808.9178,4898824.6267,17376,Mercer,N WARREN ST AT PENNINGTON AVE,In,40.2259,-74.76501,603,TRENTON,22799,FS,S,
-8240613.4753,4979303.7374,17377,Hudson,BERGENLINE AVE AT 39TH ST,In,40.7756,-74.02662,159,UNION CITY,21704,FS,S,
-8244132.8962,4982521.8705,17378,Hudson,PATERSON PLANK RD AT FAIRVIEW AVE,Ou,40.79752,-74.05836,122,SECAUCUS,21621,NS,W,
-8240710.868,4979131.8659,17379,Hudson,BERGENLINE AVE AT 37TH ST,In,40.77445,-74.02753,22,UNION CITY,21705,FS,S,
-8244140.6865,4982774.7533,17380,Hudson,PATERSON PLANK RD AT HUBER ST,Ou,40.79924,-74.05842,122,SECAUCUS,21622,NS,W,
-8240710.868,4979131.8659,17381,Hudson,BERGENLINE AVE AT 37TH ST,In,40.77445,-74.02753,84,UNION CITY,21705,FS,S,
-8244150.5739,4983013.0281,17382,Hudson,PATERSON PLANK RD AT HOPS LANE,Ou,40.80086,-74.05851,122,SECAUCUS,21623,NS,W,
-8240710.868,4979131.8659,17383,Hudson,BERGENLINE AVE AT 37TH ST,In,40.77445,-74.02753,159,UNION CITY,21705,FS,S,
-8244255.5774,4983404.3679,17384,Hudson,PATERSON PLANK RD CUL-DE-SAC,Ou,40.80351,-74.05946,122,SECAUCUS,21624,FS,W,
-8240794.6327,4978989.7291,17385,Hudson,BERGENLINE AVE AT 35TH ST,In,40.77348,-74.02828,22,UNION CITY,21706,FS,S,
-8244005.8898,4981528.549,17386,Hudson,PLAZA CENTER 125' N OF PATERSON PLANK RD.,In,40.79073,-74.05711,190,SECAUCUS,21625,MB,S,
-8240794.6327,4978989.7291,17387,Hudson,BERGENLINE AVE AT 35TH ST,In,40.77348,-74.02828,84,UNION CITY,21706,FS,S,
-8242589.2966,4981177.6269,17388,Hudson,PLAZA DR AT HARMON MEADOW BLVD,In,40.78841,-74.04441,78,SECAUCUS,21626,MB,E,
-8240794.6327,4978989.7291,17389,Hudson,BERGENLINE AVE AT 35TH ST,In,40.77348,-74.02828,159,UNION CITY,21706,FS,S,
-8242589.2966,4981177.6269,17390,Hudson,PLAZA DR AT HARMON MEADOW BLVD,In,40.78841,-74.04441,85,SECAUCUS,21626,MB,E,
-8240859.6867,4978880.3962,17391,Hudson,BERGENLINE AVE AT 34TH ST,In,40.77272,-74.02883,22,UNION CITY,21707,FS,S,
-8242589.2966,4981177.6269,17392,Hudson,PLAZA DR AT HARMON MEADOW BLVD,In,40.78841,-74.04441,320,SECAUCUS,21626,MB,E,
-8240859.6867,4978880.3962,17393,Hudson,BERGENLINE AVE AT 34TH ST,In,40.77272,-74.02883,84,UNION CITY,21707,FS,S,
-8242409.151,4980814.8798,17394,Hudson,PLAZA DR 131'W OF PARK PLAZA DR,In,40.78592,-74.04276,78,SECAUCUS,21627,MB,E,
-8240859.6867,4978880.3962,17395,Hudson,BERGENLINE AVE AT 34TH ST,In,40.77272,-74.02883,159,UNION CITY,21707,FS,S,
-8242409.151,4980814.8798,17396,Hudson,PLAZA DR 131'W OF PARK PLAZA DR,In,40.78592,-74.04276,85,SECAUCUS,21627,MB,E,
-8240937.4283,4978734.4796,17397,Hudson,BERGENLINE AVE AT 32ND ST,In,40.77174,-74.02955,22,UNION CITY,21708,FS,S,
-8242409.151,4980814.8798,17398,Hudson,PLAZA DR 131'W OF PARK PLAZA DR,In,40.78592,-74.04276,320,SECAUCUS,21627,MB,E,
-8240937.4283,4978734.4796,17399,Hudson,BERGENLINE AVE AT 32ND ST,In,40.77174,-74.02955,83,UNION CITY,21708,FS,S,
-8242539.2793,4980469.9245,17400,Hudson,PARK PLAZA DR 300'W OF PATERSON PLANK RD,In,40.78355,-74.04395,78,SECAUCUS,21628,MB,E,
-8240937.4283,4978734.4796,17401,Hudson,BERGENLINE AVE AT 32ND ST,In,40.77174,-74.02955,84,UNION CITY,21708,FS,S,
-8242539.2793,4980469.9245,17402,Hudson,PARK PLAZA DR 300'W OF PATERSON PLANK RD,In,40.78355,-74.04395,85,SECAUCUS,21628,MB,E,
-8240937.4283,4978734.4796,17403,Hudson,BERGENLINE AVE AT 32ND ST,In,40.77174,-74.02955,85,UNION CITY,21708,FS,S,
-8242539.2793,4980469.9245,17404,Hudson,PARK PLAZA DR 300'W OF PATERSON PLANK RD,In,40.78355,-74.04395,320,SECAUCUS,21628,MB,E,
-8240937.4283,4978734.4796,17405,Hudson,BERGENLINE AVE AT 32ND ST,In,40.77174,-74.02955,86,UNION CITY,21708,FS,S,
-8242552.3919,4980391.0055,17406,Hudson,PARK PLAZA DR 150'W OF PATERSON PLANK RD,Ou,40.78303,-74.04411,85,SECAUCUS,21629,MB,W,
-8240937.4283,4978734.4796,17407,Hudson,BERGENLINE AVE AT 32ND ST,In,40.77174,-74.02955,121,UNION CITY,21708,FS,S,
-8242552.3919,4980391.0055,17408,Hudson,PARK PLAZA DR 150'W OF PATERSON PLANK RD,Ou,40.78303,-74.04411,320,SECAUCUS,21629,MB,W,
-8240937.4283,4978734.4796,17409,Hudson,BERGENLINE AVE AT 32ND ST,In,40.77174,-74.02955,127,UNION CITY,21708,FS,S,
-8242385.2332,4980818.1016,17410,Hudson,PLAZA DR AT PARK PLAZA DR,Ou,40.78593,-74.04264,85,SECAUCUS,21630,FS,W,
-8240937.4283,4978734.4796,17411,Hudson,BERGENLINE AVE AT 32ND ST,In,40.77174,-74.02955,154,UNION CITY,21708,FS,S,
-8242385.2332,4980818.1016,17412,Hudson,PLAZA DR AT PARK PLAZA DR,Ou,40.78593,-74.04264,320,SECAUCUS,21630,FS,W,
-8240937.4283,4978734.4796,17413,Hudson,BERGENLINE AVE AT 32ND ST,In,40.77174,-74.02955,159,UNION CITY,21708,FS,S,
-8242428.4749,4981080.1591,17414,Hudson,PLAZA DR AT HARMON MEADOW BLVD,Ou,40.7877,-74.04304,85,SECAUCUS,21631,MB,W,
-8241045.9933,4978545.683,17415,Hudson,BERGENLINE AVE AT 29TH ST,In,40.77046,-74.03054,22,UNION CITY,21709,FS,S,
-8242428.4749,4981080.1591,17416,Hudson,PLAZA DR AT HARMON MEADOW BLVD,Ou,40.7877,-74.04304,320,SECAUCUS,21631,MB,W,
-8241045.9933,4978545.683,17417,Hudson,BERGENLINE AVE AT 29TH ST,In,40.77046,-74.03054,84,UNION CITY,21709,FS,S,
-8242589.008,4981207.5128,17418,Hudson,PLAZA DR AT HARMON MEADOW BLVD,Ou,40.78855,-74.04447,85,SECAUCUS,21632,MB,W,
-8241045.9933,4978545.683,17419,Hudson,BERGENLINE AVE AT 29TH ST,In,40.77046,-74.03054,86,UNION CITY,21709,FS,S,
-8242589.008,4981207.5128,17420,Hudson,PLAZA DR AT HARMON MEADOW BLVD,Ou,40.78855,-74.04447,320,SECAUCUS,21632,MB,W,
-8241281.0439,4978110.4567,17421,Hudson,BERGENLINE AVE AT 23RD ST,In,40.7675,-74.03265,22,UNION CITY,21710,FS,S,
-8246616.0783,4979760.6089,17422,Hudson,SEAVIEW DR AT MEADOWLANDS PKWY,In,40.77876,-74.08057,2,SECAUCUS,21633,MB,E,
-8241281.0439,4978110.4567,17423,Hudson,BERGENLINE AVE AT 23RD ST,In,40.7675,-74.03265,84,UNION CITY,21710,FS,S,
-8246616.0783,4979760.6089,17424,Hudson,SEAVIEW DR AT MEADOWLANDS PKWY,In,40.77876,-74.08057,78,SECAUCUS,21633,MB,E,
-8241281.0439,4978110.4567,17425,Hudson,BERGENLINE AVE AT 23RD ST,In,40.7675,-74.03265,86,UNION CITY,21710,FS,S,
-8246616.0783,4979760.6089,17426,Hudson,SEAVIEW DR AT MEADOWLANDS PKWY,In,40.77876,-74.08057,129,SECAUCUS,21633,MB,E,
-8241370.994,4977920.7184,17427,Hudson,BERGENLINE AVE AT 22ND ST,In,40.7662,-74.03343,84,UNION CITY,21711,FS,S,
-8246491.2344,4979303.6736,17428,Hudson,SEAVIEW DR AT VENTURE WAY,In,40.77564,-74.07945,2,SECAUCUS,21634,NS,E,
-8238457.5445,4981077.3124,17429,Hudson,PARK AVE AT 62ND ST,In,40.78769,-74.00731,84,WEST NEW YORK,21914,FS,S,
-8246491.2344,4979303.6736,17430,Hudson,SEAVIEW DR AT VENTURE WAY,In,40.77564,-74.07945,78,SECAUCUS,21634,NS,E,
-8238457.5445,4981077.3124,17431,Hudson,PARK AVE AT 62ND ST,In,40.78769,-74.00731,89,WEST NEW YORK,21914,FS,S,
-8246491.2344,4979303.6736,17432,Hudson,SEAVIEW DR AT VENTURE WAY,In,40.77564,-74.07945,129,SECAUCUS,21634,NS,E,
-8238671.4048,4980784.2301,17433,Hudson,PARK AVE AT 60TH ST,In,40.78569,-74.00922,84,WEST NEW YORK,21915,NS,S,
-8246455.0939,4979149.4156,17434,Hudson,SEAVIEW DR 250' E OF VENTURE WAY,In,40.77459,-74.07913,2,SECAUCUS,21635,MB,E,
-8238671.4048,4980784.2301,17435,Hudson,PARK AVE AT 60TH ST,In,40.78569,-74.00922,89,WEST NEW YORK,21915,NS,S,
-8246455.0939,4979149.4156,17436,Hudson,SEAVIEW DR 250' E OF VENTURE WAY,In,40.77459,-74.07913,78,SECAUCUS,21635,MB,E,
-8238796.4606,4980607.8447,17437,Hudson,PARK AVE AT 58TH ST,In,40.7845,-74.01036,84,WEST NEW YORK,21916,NS,S,
-8246455.0939,4979149.4156,17438,Hudson,SEAVIEW DR 250' E OF VENTURE WAY,In,40.77459,-74.07913,129,SECAUCUS,21635,MB,E,
-8239031.9245,4980284.8604,17439,Hudson,PARK AVE AT 54TH ST,In,40.7823,-74.01247,84,WEST NEW YORK,21917,NS,S,
-8246384.6574,4978845.2466,17440,Hudson,SEAVIEW DR 728' E OF VENTURE WAY,Ou,40.77252,-74.0785,2,SECAUCUS,21636,MB,E,
-8239267.0252,4979959.337,17441,Hudson,PARK AVE AT 50TH ST,In,40.78009,-74.01459,84,WEST NEW YORK,21918,NS,S,
-8246384.6574,4978845.2466,17442,Hudson,SEAVIEW DR 728' E OF VENTURE WAY,Ou,40.77252,-74.0785,78,SECAUCUS,21636,MB,E,
-8238783.3692,4979941.764,17443,Hudson,PORT IMPERIAL BLVD AT RIVER BEND DR,Ou,40.78006,-74.01045,156,WEST NEW YORK,21919,FS,N,
-8246384.6574,4978845.2466,17444,Hudson,SEAVIEW DR 728' E OF VENTURE WAY,Ou,40.77252,-74.0785,129,SECAUCUS,21636,MB,E,
-8238783.3692,4979941.764,17445,Hudson,PORT IMPERIAL BLVD AT RIVER BEND DR,Ou,40.78006,-74.01045,158,WEST NEW YORK,21919,FS,N,
-8246338.8677,4978635.2454,17446,Hudson,SEAVIEW DR 1256' E OF VENTURE WAY,Ou,40.77109,-74.07809,2,SECAUCUS,21637,MB,E,
-8238783.3692,4979941.764,17447,Hudson,PORT IMPERIAL BLVD AT RIVER BEND DR,Ou,40.78006,-74.01045,159,WEST NEW YORK,21919,FS,N,
-8246338.8677,4978635.2454,17448,Hudson,SEAVIEW DR 1256' E OF VENTURE WAY,Ou,40.77109,-74.07809,78,SECAUCUS,21637,MB,E,
-8237976.4706,4980752.205,17449,Hudson,PORT IMPERIAL BLVD AT NORTH PARK CT,Ou,40.78549,-74.00301,156,WEST NEW YORK,21920,NS,N,
-8246338.8677,4978635.2454,17450,Hudson,SEAVIEW DR 1256' E OF VENTURE WAY,Ou,40.77109,-74.07809,129,SECAUCUS,21637,MB,E,
-8237976.4706,4980752.205,17451,Hudson,PORT IMPERIAL BLVD AT NORTH PARK CT,Ou,40.78549,-74.00301,158,WEST NEW YORK,21920,NS,N,
-8246324.2145,4978687.965,17452,Hudson,SEAVIEW DR 1256' E OF VENTURE WAY,In,40.77144,-74.07802,2,SECAUCUS,21638,MB,W,
-8237976.4706,4980752.205,17453,Hudson,PORT IMPERIAL BLVD AT NORTH PARK CT,Ou,40.78549,-74.00301,159,WEST NEW YORK,21920,NS,N,
-8246324.2145,4978687.965,17454,Hudson,SEAVIEW DR 1256' E OF VENTURE WAY,In,40.77144,-74.07802,78,SECAUCUS,21638,MB,W,
-8238448.5234,4980387.7312,17455,Hudson,PORT IMPERIAL BLVD AT RIVERWALK PLACE,Ou,40.78303,-74.00726,156,WEST NEW YORK,21921,NS,N,
-8246324.2145,4978687.965,17456,Hudson,SEAVIEW DR 1256' E OF VENTURE WAY,In,40.77144,-74.07802,129,SECAUCUS,21638,MB,W,
-8238448.5234,4980387.7312,17457,Hudson,PORT IMPERIAL BLVD AT RIVERWALK PLACE,Ou,40.78303,-74.00726,158,WEST NEW YORK,21921,NS,N,
-8246324.2145,4978687.965,17458,Hudson,SEAVIEW DR 1256' E OF VENTURE WAY,In,40.77144,-74.07802,329,SECAUCUS,21638,MB,W,
-8238448.5234,4980387.7312,17459,Hudson,PORT IMPERIAL BLVD AT RIVERWALK PLACE,Ou,40.78303,-74.00726,159,WEST NEW YORK,21921,NS,N,
-8240074.7369,4978775.0925,17460,Hudson,PARK AVE AT HIGHWOOD TERRACE,Ou,40.77204,-74.02186,84,WEEHAWKEN TWP,21837,NS,N,
-8240074.7369,4978775.0925,17461,Hudson,PARK AVE AT HIGHWOOD TERRACE,Ou,40.77204,-74.02186,86,WEEHAWKEN TWP,21837,NS,N,
-8240074.7369,4978775.0925,17462,Hudson,PARK AVE AT HIGHWOOD TERRACE,Ou,40.77204,-74.02186,89,WEEHAWKEN TWP,21837,NS,N,
-8240074.7369,4978775.0925,17463,Hudson,PARK AVE AT HIGHWOOD TERRACE,Ou,40.77204,-74.02186,156,WEEHAWKEN TWP,21837,NS,N,
-8240003.2323,4978972.0686,17464,Hudson,PARK AVE AT 39TH ST,Ou,40.77338,-74.02122,84,WEEHAWKEN TWP,21838,NS,N,
-8240003.2323,4978972.0686,17465,Hudson,PARK AVE AT 39TH ST,Ou,40.77338,-74.02122,86,WEEHAWKEN TWP,21838,NS,N,
-8240003.2323,4978972.0686,17466,Hudson,PARK AVE AT 39TH ST,Ou,40.77338,-74.02122,89,WEEHAWKEN TWP,21838,NS,N,
-8240003.2323,4978972.0686,17467,Hudson,PARK AVE AT 39TH ST,Ou,40.77338,-74.02122,156,WEEHAWKEN TWP,21838,NS,N,
-8239878.6494,4979218.7293,17468,Hudson,PARK AVE AT LIBERTY PL,Ou,40.77509,-74.02016,84,WEEHAWKEN TWP,21839,NS,N,
-8239878.6494,4979218.7293,17469,Hudson,PARK AVE AT LIBERTY PL,Ou,40.77509,-74.02016,86,WEEHAWKEN TWP,21839,NS,N,
-8239878.6494,4979218.7293,17470,Hudson,PARK AVE AT LIBERTY PL,Ou,40.77509,-74.02016,89,WEEHAWKEN TWP,21839,NS,N,
-8239878.6494,4979218.7293,17471,Hudson,PARK AVE AT LIBERTY PL,Ou,40.77509,-74.02016,156,WEEHAWKEN TWP,21839,NS,N,
-8239795.8877,4979365.8649,17472,Hudson,PARK AVE AT CLIFTON TERRACE,Ou,40.77608,-74.01941,84,WEEHAWKEN TWP,21840,FS,N,
-8239795.8877,4979365.8649,17473,Hudson,PARK AVE AT CLIFTON TERRACE,Ou,40.77608,-74.01941,86,WEEHAWKEN TWP,21840,FS,N,
-8239795.8877,4979365.8649,17474,Hudson,PARK AVE AT CLIFTON TERRACE,Ou,40.77608,-74.01941,89,WEEHAWKEN TWP,21840,FS,N,
-8239795.8877,4979365.8649,17475,Hudson,PARK AVE AT CLIFTON TERRACE,Ou,40.77608,-74.01941,156,WEEHAWKEN TWP,21840,FS,N,
-8239695.4691,4979529.3262,17476,Hudson,PARK AVE AT 45TH/FULTON ST,Ou,40.77721,-74.01852,84,WEEHAWKEN TWP,21841,FS,N,
-8239695.4691,4979529.3262,17477,Hudson,PARK AVE AT 45TH/FULTON ST,Ou,40.77721,-74.01852,86,WEEHAWKEN TWP,21841,FS,N,
-8239695.4691,4979529.3262,17478,Hudson,PARK AVE AT 45TH/FULTON ST,Ou,40.77721,-74.01852,89,WEEHAWKEN TWP,21841,FS,N,
-8239695.4691,4979529.3262,17479,Hudson,PARK AVE AT 45TH/FULTON ST,Ou,40.77721,-74.01852,156,WEEHAWKEN TWP,21841,FS,N,
-8239413.9551,4979764.8714,17480,Hudson,PARK AVE AT 48TH ST,Ou,40.77882,-74.01597,84,WEEHAWKEN TWP,21842,NS,N,
-8239246.5083,4979946.372,17481,Hudson,PARK AVE AT 50TH ST,Ou,40.78004,-74.01447,84,WEEHAWKEN TWP,21843,NS,N,
-8240266.3989,4978222.801,17482,Hudson,PARK AVE AT PLEASANT AVE,In,40.76828,-74.02356,89,WEEHAWKEN TWP,21844,MB,S,
-8240407.6442,4977654.1313,17483,Hudson,PARK AVE 1584' N OF 19TH ST,In,40.76441,-74.02484,89,WEEHAWKEN TWP,21845,MB,S,
-8239314.6605,4978963.5198,17484,Hudson,PERSHING RD 400'W OF AVE. OF PORT IMPERIAL ,In,40.77329,-74.01495,23,WEEHAWKEN TWP,21846,MB,E,
-8239159.3231,4978824.9113,17485,Hudson,PERSHING RD AT AVE. OF PORT IMPERIAL,Ou,40.77236,-74.01364,23,WEEHAWKEN TWP,21847,FS,W,
-8239158.3589,4979578.3776,17486,Hudson,PERSHING RD AT BOULEVARD EAST,Ou,40.7775,-74.01362,23,WEEHAWKEN TWP,21848,NS,W,
-8240435.9204,4978155.0359,17487,Hudson,PLEASANT AVE AT HACKENSACK PLANK RD,Ou,40.76785,-74.02517,84,WEEHAWKEN TWP,21849,FS,N,
-8240435.9204,4978155.0359,17488,Hudson,PLEASANT AVE AT HACKENSACK PLANK RD,Ou,40.76785,-74.02517,86,WEEHAWKEN TWP,21849,FS,N,
-8239067.293,4979320.6048,17489,Hudson,PORT IMPERIAL LIGHT RAIL STATION,In,40.77574,-74.01276,23,WEEHAWKEN TWP,21852,TM,S,
-8239067.293,4979320.6048,17490,Hudson,PORT IMPERIAL LIGHT RAIL STATION,In,40.77574,-74.01276,156,WEEHAWKEN TWP,21852,TM,S,
-8239067.293,4979320.6048,17491,Hudson,PORT IMPERIAL LIGHT RAIL STATION,In,40.77574,-74.01276,158,WEEHAWKEN TWP,21852,TM,S,
-8239067.293,4979320.6048,17492,Hudson,PORT IMPERIAL LIGHT RAIL STATION,In,40.77574,-74.01276,159,WEEHAWKEN TWP,21852,TM,S,
-8240727.213,4976976.9794,17493,Hudson,WILLOW AVE AT 19TH ST,Ou,40.75981,-74.02775,89,WEEHAWKEN TWP,21853,NS,N,
-8240727.213,4976976.9794,17494,Hudson,WILLOW AVE AT 19TH ST,Ou,40.75981,-74.02775,119,WEEHAWKEN TWP,21853,NS,N,
-8240727.213,4976976.9794,17495,Hudson,WILLOW AVE AT 19TH ST,Ou,40.75981,-74.02775,126,WEEHAWKEN TWP,21853,NS,N,
-8240734.5986,4977040.3644,17496,Hudson,WILLOW AVE AT 19TH ST,In,40.76023,-74.02776,89,WEEHAWKEN TWP,21854,NS,S,
-8240734.5986,4977040.3644,17497,Hudson,WILLOW AVE AT 19TH ST,In,40.76023,-74.02776,119,WEEHAWKEN TWP,21854,NS,S,
-8240734.5986,4977040.3644,17498,Hudson,WILLOW AVE AT 19TH ST,In,40.76023,-74.02776,126,WEEHAWKEN TWP,21854,NS,S,
-8240909.8029,4977151.3069,17499,Hudson,MOUNTAIN RD AT 18TH ST#,In,40.76102,-74.02937,123,WEEHAWKEN TWP,21855,FS,N,
-8240948.8333,4977998.5609,17500,Hudson,PALISADE AVE AT SHIPPEN ST,In,40.76676,-74.02972,123,WEEHAWKEN TWP,21857,FS,N,
-8277697.9249,4911054.512,17501,Monmouth,CR-527 (WILSON AVE) AT LONE STAR LN,In,40.30973,-74.35984,139,MANALAPAN TWP,24816,FS,N,
-8276503.6079,4908527.3745,17502,Monmouth,CR-522 AT FARM TREE RD,In,40.29238,-74.34914,139,MANALAPAN TWP,24817,NS,N,
-8275848.3374,4908200.167,17503,Monmouth,CR-522 at TAYLORS MILLS RD #,In,40.29012,-74.34323,139,MANALAPAN TWP,24818,NS,N,
-8274410.0393,4906929.6478,17504,Monmouth,RT-522 AT TENNENT RD#,In,40.28145,-74.33032,139,MANALAPAN TWP,24819,NS,N,
-8274432.7299,4906918.8125,17505,Monmouth,RT-522 AT TENNENT RD#,Ou,40.2814,-74.33049,139,MANALAPAN TWP,24820,FS,S,
-8238785.1109,4980425.6676,17506,Hudson,BOULEVARD EAST 528' S OF 60TH ST. (PARK PAVILION),Ou,40.78329,-74.01031,165,WEST NEW YORK,21883,MB,N,
-8275903.3731,4908189.5709,17507,Monmouth,CR-522 at TAYLORS MILLS RD #,Ou,40.29009,-74.34371,139,MANALAPAN TWP,24821,NS,S,
-8276519.0553,4908509.0053,17508,Monmouth,CR-522 at FARM TREE RD #,Ou,40.29229,-74.34924,139,MANALAPAN TWP,24822,FS,S,
-8277711.3285,4911016.9548,17509,Monmouth,CR-527 at HERBERT DR #,Ou,40.30948,-74.35993,139,MANALAPAN TWP,24823,NS,S,
-8274516.6488,4913704.0964,17510,Monmouth,UNION HILL RD AT PEASE RD#,In,40.32786,-74.33122,139,MANALAPAN TWP,24824,FS,E,
-8273889.7265,4914335.9045,17511,Monmouth,UNION HILL RD AT BLENHEIM RD#,In,40.33222,-74.32563,139,MANALAPAN TWP,24825,FS,E,
-8274047.5933,4912630.5079,17512,Monmouth,PEASE RD AT PINEBROOK RD#,In,40.32052,-74.32708,139,MANALAPAN TWP,24826,NS,N,
-8277869.5598,4911509.2407,17513,Monmouth,CR-527 at SOBECKO RD #,Ou,40.31286,-74.36132,139,MANALAPAN TWP,24827,NS,S,
-8273811.0181,4911654.5819,17514,Monmouth,PEASE RD AT OLD QUEENS BLVD#,In,40.31384,-74.32494,139,MANALAPAN TWP,24828,NS,N,
-8273604.1862,4910950.308,17515,Monmouth,PEASE RD AT GORDEN'S CORNER RD#,In,40.30901,-74.32307,139,MANALAPAN TWP,24829,FS,N,
-8273273.9251,4910437.6706,17516,Monmouth,PEASE RD AT MANOR CT#,In,40.3055,-74.3201,139,MANALAPAN TWP,24830,NS,N,
-8273202.4876,4910039.4905,17517,Monmouth,PEASE RD AT THOMPSON LANE#,In,40.30278,-74.3195,139,MANALAPAN TWP,24831,FS,N,
-8272953.853,4909559.1465,17518,Monmouth,TAYLORS MILLS RD AT TENNENT RD#,In,40.2995,-74.31721,139,MANALAPAN TWP,24832,NS,W,
-8271953.3441,4909849.9188,17519,Monmouth,TAYLORS MILL RD & COUNTRY LA#,In,40.30148,-74.30822,139,MANALAPAN TWP,24833,FS,W,
-8271950.3115,4909822.4429,17520,Monmouth,TAYLORS MILL RD & COUNTRY LA#,Ou,40.30131,-74.30821,130,MANALAPAN TWP,24834,NS,E,
-8271950.3115,4909822.443,17521,Monmouth,TAYLORS MILL RD & COUNTRY LA#,Ou,40.30131,-74.30821,139,MANALAPAN TWP,24834,NS,E,
-8277837.264,4911486.9134,17522,Monmouth,CR-527 at SOBECKO RD #,In,40.31268,-74.36114,139,MANALAPAN TWP,24835,NS,N,
-8273727.0624,4943384.6654,17523,Middlesex,AMBOY AVE. (RT. 501) AT LINCOLN AVE,In,40.53085,-74.32415,813,EDISON TWP,23093,NS,E,
-8273394.6542,4943288.0172,17524,Middlesex,AMBOY AVE. (RT. 501) AT WOLFF AVE,In,40.5302,-74.32116,813,EDISON TWP,23094,FS,E,
-8273060.7425,4943181.3483,17525,Middlesex,AMBOY AVE. (RT. 501) AT IRELAND AVE,In,40.52947,-74.31816,813,EDISON TWP,23095,FS,E,
-8273158.6036,4943239.7073,17526,Middlesex,AMBOY AVE. (RT. 501) AT FRANKLIN AVE,Ou,40.52982,-74.31906,813,EDISON TWP,23096,FS,W,
-8273398.735,4943314.3923,17527,Middlesex,AMBOY AVE. (RT. 501) AT WOLFF AVE,Ou,40.53032,-74.32122,813,EDISON TWP,23097,NS,W,
-8273742.2451,4943414.23,17528,Middlesex,AMBOY AVE. (RT. 501) AT LINCOLN AVE,Ou,40.53099,-74.32431,813,EDISON TWP,23098,FS,W,
-8274296.1586,4943580.5447,17529,Middlesex,AMBOY AVE. (RT. 501) AT ALBOURNE ST,Ou,40.53213,-74.32929,813,EDISON TWP,23099,FS,W,
-8274733.5919,4943773.2291,17530,Middlesex,AMBOY AVE. (RT. 501) AT WALTUMA AVE,Ou,40.53345,-74.33322,813,EDISON TWP,23100,FS,W,
-8275015.3057,4943902.3139,17531,Middlesex,AMBOY AVE BETWEEN 4TH & 5TH STS,Ou,40.53435,-74.33574,813,EDISON TWP,23101,FS,W,
-8275481.3745,4944081.3889,17532,Middlesex,AMBOY AVE. (RT. 501) AT LAFAYETTE AVE,Ou,40.53557,-74.33992,813,EDISON TWP,23102,NS,W,
-8279809.0171,4938664.6873,17533,Middlesex,HELLER INDUSTRIAL PARK,Ou,40.49861,-74.37873,813,EDISON TWP,23103,FS,S,
-8279809.0171,4938664.6873,17534,Middlesex,HELLER INDUSTRIAL PARK,Ou,40.49861,-74.37873,814,EDISON TWP,23103,FS,S,
-8278947.5777,4938874.9338,17535,Middlesex,DISTRIBUTION BLVD AT MILL RD,Ou,40.49998,-74.37104,813,EDISON TWP,23104,FS,W,
-8278947.5777,4938874.9338,17536,Middlesex,DISTRIBUTION BLVD AT MILL RD,Ou,40.49998,-74.37104,814,EDISON TWP,23104,FS,W,
-8279659.1322,4938277.4208,17537,Middlesex,EXECUTIVE AVE AT CORPORATION ROW,Ou,40.49599,-74.37745,813,EDISON TWP,23105,FS,E,
-8279659.1322,4938277.4208,17538,Middlesex,EXECUTIVE AVE AT CORPORATION ROW,Ou,40.49599,-74.37745,814,EDISON TWP,23105,FS,E,
-8275147.7333,4947333.992,17539,Middlesex,EVERGREEN RD AT MEADOW BROOK RD,In,40.55777,-74.33694,805,EDISON TWP,23106,FS,N,
-8275179.7084,4947326.179,17540,Middlesex,EVERGREEN RD AT MEADOW BROOK RD,Ou,40.55776,-74.33719,805,EDISON TWP,23107,NS,S,
-8277041.8178,4939228.8916,17541,Middlesex,FERNWOOD RD AT MAYFIELD RD,Ou,40.50247,-74.35391,813,EDISON TWP,23108,FS,S,
-8275642.6318,4941775.9091,17542,Middlesex,FIELDCREST AVE 200'S OF RARITAN CENTER PARKWAY ,Ou,40.51985,-74.34136,813,EDISON TWP,23109,MB,S,
-8275822.5935,4941631.8451,17543,Middlesex,FIELDCREST AVE 1000' S OF RARITAN CENTER PARKWAY,Ou,40.51886,-74.34297,813,EDISON TWP,23110,MB,S,
-8276029.2586,4941303.5602,17544,Middlesex,FIELDCREST AVE AT SENECA ST,Ou,40.51662,-74.34478,813,EDISON TWP,23111,NS,S,
-8276085.9203,4940909.5676,17545,Middlesex,FIELDCREST AVE 1200' S OF SENECA ST.,Ou,40.51393,-74.34529,813,EDISON TWP,23112,MB,S,
-8276060.2318,4940391.5134,17546,Middlesex,FIELDCREST AVE AT NORTHFIELD AVE,Ou,40.51042,-74.34509,813,EDISON TWP,23113,NS,S,
